Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
16-09-2020,1665.677463785168,290.0297135594209,2279.7547408914043,2067.5202553018216
17-09-2020,1660.9325024751793,288.91849666118964,2276.3481393342395,2063.4521379871417
18-09-2020,1656.2053928692537,287.81215031390536,2272.943315717167,2059.3975352249818
19-09-2020,1651.496134216827,286.7106712275797,2269.5403324860526,2055.35641587426
20-09-2020,1646.8047255498768,285.6140560900673,2266.1392519002525,2051.328749104305
21-09-2020,1642.1311656823418,284.5223015664902,2262.7401360305025,2047.3145043903523
22-09-2020,1637.4754532095608,283.4354042986728,2259.343046756839,2043.3136515090837
23-09-2020,1632.8375865077319,282.3533609045854,2255.9480457665395,2039.326160534212
24-09-2020,1628.2175637333933,281.2761679777984,2252.555194552095,2035.3520018321062
25-09-2020,1623.615382822923,280.20382208694565,2249.1645544092075,2031.3911460574584
26-09-2020,1619.0310414920593,279.13631977519657,2245.776186434811,2027.443564148994
27-09-2020,1614.4645372354398,278.07365755973865,2242.3901515251205,2023.5092273252226
28-09-2020,1609.9158673261613,277.0158319312685,2239.0065103737106,2019.58810708023
29-09-2020,1605.3850288153592,275.9628393534922,2235.6253234696132,2015.6801751795113
30-09-2020,1600.8720185318043,274.9146762626349,2232.2466510954437,2011.7854036558442
01-10-2020,1596.3768330815215,273.8713390669594,2228.8705533255525,2007.9037648052035
02-10-2020,1591.8994688474243,272.83282414629366,2225.4970900242024,2004.0352311827141
03-10-2020,1587.4399219889708,271.79912785156677,2222.1263208437704,2000.1797755986458
04-10-2020,1582.9981884418362,270.7702465043543,2218.758305222972,1996.3373711144445
05-10-2020,1578.5742639176055,269.7461763964322,2215.3931023851137,1992.5079910388051
06-10-2020,1574.1681439034828,268.726913789339,2212.0307713363704,1988.6916089237823
07-10-2020,1569.779823662019,267.7124549139467,2208.671370864081,1984.8881985609394
08-10-2020,1565.4092982308591,266.7027959700405,2205.314959535078,1981.0977339775357
09-10-2020,1561.0565624225042,265.6979331259061,2201.96159569403,1977.3201894327522
10-10-2020,1556.7216108240941,264.6978625179263,2198.6113374618194,1973.555539413954
11-10-2020,1552.4044377972061,263.70258025018524,2195.2642427339324,1969.8037586329913
12-10-2020,1548.1050374776698,262.71208239408065,2191.920369178884,1966.0648220225357
13-10-2020,1543.8234037754012,261.72636498794475,2188.579774236656,1962.3387047324552
14-10-2020,1539.5595303742518,260.7454240366729,2185.2425151171656,1958.6253821262242
15-10-2020,1535.3134107318767,259.76925551136,2181.908648798755,1954.9248297773709
16-10-2020,1531.0850380796169,258.79785534894506,2178.578232026701,1951.2370234659602
17-10-2020,1526.8744054223996,257.8312194518635,2175.2513213117513,1947.561939175111
18-10-2020,1522.6815055386542,256.869343687707,2171.927972928683,1943.8995530875518
19-10-2020,1518.5063309802454,255.9122238888912,2168.6082429148805,1940.2498415822083
20-10-2020,1514.3488740724206,254.95985585233115,2165.2921870689393,1936.6127812308284
21-10-2020,1510.2091269137748,254.01223533912383,2161.97986094929,1932.9883487946402
22-10-2020,1506.0870813762303,253.0693580742384,2158.671319872844,1929.3765212210449
23-10-2020,1501.9827291050326,252.13121974621393,2155.3666189136634,1925.7772756403433
24-10-2020,1497.896061518761,251.19781600686417,2152.0658129016506,1922.1905893624983
25-10-2020,1493.8270698093547,250.26914247098983,2148.7689564212596,1918.6164398739272
26-10-2020,1489.7757449421547,249.3451947160978,2145.47610381023,1915.0548048343317
27-10-2020,1485.7420776559588,248.42596828212768,2142.1873091583416,1911.5056620735566
28-10-2020,1481.7260584630951,247.51145867118524,2138.902626306188,1907.9689895884844
29-10-2020,1477.7276776495053,246.60166134728294,2135.6221088439775,1904.4447655399615
30-10-2020,1473.7469252748463,245.69657173608726,2132.345810110347,1900.9329682497564
31-10-2020,1469.7837911726047,244.79618522467302,2129.073783191202,1897.4335761975508
01-11-2020,1465.838264950226,243.90049716128428,2125.8060809185754,1893.9465680179612
02-11-2020,1461.9103359892574,243.00950285510217,2122.5427558695064,1890.4719224975943
03-11-2020,1457.9999934455047,242.12319757601927,2119.2838603649407,1887.0096185721302
04-11-2020,1454.1072262492041,241.24157655442062,2116.029446468651,1883.5596353234407
05-11-2020,1450.2320231052063,240.36463498097118,2112.779565986176,1880.1219519767358
06-11-2020,1446.3743724931737,239.4923680064098,2109.534270463781,1876.6965478977418
07-11-2020,1442.5342626677937,238.62477074134975,2106.2936111874365,1873.2834025899094
08-11-2020,1438.7116816590021,237.7618382560853,2103.0576391818195,1869.8824956916528
09-11-2020,1434.9066172722225,236.90356558040475,2099.8264052093296,1866.4938069736168
10-11-2020,1431.1190570886158,236.04994770340977,2096.5999597691293,1863.1173163359763
11-11-2020,1427.3489884653457,235.2009795733407,2093.3783530962014,1859.7530038057632
12-11-2020,1423.5963985358537,234.3566560974081,2090.1616351604234,1856.4008495342239
13-11-2020,1419.86127421015,233.51697214163022,2086.9498556656654,1853.060833794203
14-11-2020,1416.143602175114,232.68192253067656,2083.743064048902,1849.7329369775612
15-11-2020,1412.4433688948095,231.85150204771736,2080.5413094793475,1846.4171395926153
16-11-2020,1408.76056061081,231.0257054342788,2077.344640857607,1843.1134222616124
17-11-2020,1405.0951633425375,230.20452739010415,2074.153106814844,1839.8217657182272
18-11-2020,1401.4471628876136,229.38796257302073,2070.9667557119724,1836.542150805091
19-11-2020,1397.816544822221,228.57600559881234,2067.78563563886,1833.2745584713473
20-11-2020,1394.2032945014778,227.7686510410975,2064.6097944135554,1830.0189697702328
21-11-2020,1390.607397059823,226.9658934312132,2061.4392795815274,1826.7753658566892
22-11-2020,1387.0288374114134,226.1677272581042,2058.274138414929,1823.5437279849987
23-11-2020,1383.4676002505325,225.37414696821781,2055.1144179118724,1820.3240375064497
24-11-2020,1379.9236700520091,224.58514696540396,2051.960164795725,1817.1162758670255
25-11-2020,1376.3970310716495,223.80072161082086,2048.8114255144246,1813.9204246051227
26-11-2020,1372.8876673466773,223.0208652228458,2045.668246239806,1810.736465349293
27-11-2020,1369.3955626961874,222.24557207699112,2042.530672866951,1807.5643798160138
28-11-2020,1365.9207007216096,221.47483640582564,2039.398751013552,1804.4041498074819
29-11-2020,1362.4630648071804,220.70865239890097,2036.2725260192935,1801.2557572094347
30-11-2020,1359.02263812043,219.947014202683,2033.15204294525,1798.1191839889966
01-12-2020,1355.5994036126745,219.18991592048852,2030.0373465733012,1794.9944121925494
02-12-2020,1352.1933440195228,218.43735161242668,2026.928481405563,1791.881423943629
03-12-2020,1348.8044418613915,217.6893152953455,2023.8254916638357,1788.7802014408458
04-12-2020,1345.4326794440292,216.94580094278308,2020.7284212890686,1785.6907269558315
05-12-2020,1342.0780388590522,216.2068024849239,2017.6373139408395,1782.6129828312078
06-12-2020,1338.7405019844896,215.4723138085598,2014.552212996852,1779.5469514785818
07-12-2020,1335.4200504853375,214.74232875705542,2011.4731615524472,1776.492615376564
08-12-2020,1332.1166658141235,214.01684113031877,2008.4002024201332,1773.4499570688095
09-12-2020,1328.8303292114801,213.29584468477617,2005.333378129128,1770.4189591620855
10-12-2020,1325.5610217067276,212.57933313335167,2002.27273092492,1767.3996043243587
11-12-2020,1322.3087241184667,211.86730014545128,1999.2183027688427,1764.39187528291
12-12-2020,1319.0734170551789,211.15973934695148,1996.1701353376652,1761.3957548224678
